text,food_name,opinion,,,Source,Link
ปูนึ่ง ตัวละ350.- จริงๆมีหลายไซส์นะคะ แต่เอาขนาดนี้ก็พอค่ะ ทาน2คน ตอนแรกคิดว่าใหญ่กว่านี้ แต่เอาเถอะค่ะ แค่นี้ก็อร่อยแล้ว,ปูนึ่ง,pos,,,,
ที่สำคัญที่พลาดไม่ได้ คือ ข้าวเหนียวมะม่วง อร่อยมั่ก ถือเป็นไอเทมฮิตที่ใครมาก็ต้องสั่งนาจา,ข้าวเหนียวมะม่วง,pos,,,,
"""ข้าวผัดปู"" ร้านนี้ข้าวผัดออกแนวหวานหน่อยๆ แต่ก็อร่อยดีค่ะ ทานกะพริกน้ำปลาเข้ากันได้เป็นอย่างดี ที่สำคัญข้าวเค้าจะออกแนวหนึบๆ หน่อย แอบเห็นในเมนู เค้าว่าเค้าใช้ข้าวมาบุญครอง ก็อร่อยกันไป",ข้าวผัดปู,pos,,,,
"""ปลากระพงทอดน้ำปลา"" อันนี้ก็เป็นจานเด็ดที่แพร่หลาย ร้านนี้จัดว่าโอเค ทานดีค่ะ แม้จะไม่ใช่เจ้าชื่อดังด้านนี้อย่างแหลมเจริญ แต่ก็ให้ผ่านค่ะ",ปลากระพงทอดน้ำปลา,pos,,,,
"""ผัดผักกระเฉด"" อูยยยยย อันนี้เด็ดจริง อะไรจริง ขอให้ชิม ขอให้ลอง แซ่บ เด็ด เผ็ด มัน กินกะข้าวผัดยิ่งอร่อย กินผัดหมด อยากเอาน้ำที่ผ้ดมาขอผักเพิ่ม ^^",ผัดผักกระเฉด,pos,,,,
"""กุ้งอบวุ้นเส้น"" เสริฟ์ในหม้อ กุ้ง 3 ตัว พร้อมวุ้นเส้นและเครื่องที่ฝังอยู่ข้างล่าง อันนี้ก็อร่อยนะคะ โดยเฉพาะวุ้นเส้น อิอิ ชอบกินเส้นอ่าาาา",กุ้งอบวุ้นเส้น,pos,,,,
"""หอยแมลงภู่อบ"" อันนี้กลางๆ ค่ะ หอยไม่เด็ด เท่าไหร่ ออกแนวจืดไปนิสนึง",หอยแมลงภู่อบ,pos,,,,
กุ้งเผา 5 ตัวครึ่งโล ย่างกำลังดีไม่แห้งเกินไป ทำให้เนื้อแข็งเกิน อร่อยใช้ได้,กุ้งเผา,pos,,,,
กุ้งอบวุ้นเส้น กุ้งลายเสือขนาดใช้ได้ เนื้อแน่น แต่วุ้นเส้น ความเหนียวกับรสชาติ ไม่ผ่าน,กุ้งอบวุ้นเส้น,neg,,,,
วันนี้มาจัดอาหารรองท้องก่อนการเที่ยวรอบดึก มาถึงร้านตอนเย็นๆ คนเริ่มเยอะ ให้ความรู้สึกเหมือนมาร้านหมูกะทะ (ฮ่าาาา) เมนูแรกคือ ปูผัดผงกะหรี่ ตกใจมากที่เห็น ปูตัวใหญ่มาทั้งตัว กล้ามปูทุบเบาๆเห็นเนื้อแน่นๆ น่าทาน เต็มปากเต็มคำ รสชาติเข้มข้นทานกับข้าวเปล่า กำลังดี,ปูผัดผงกะหรี่,pos,,,,
ต่อมาคือ ปลาหมึกผัดน้ำพริกเผา รสเผ็ดไปหน่อย ปลาหมึกชิ้นโตรสชาติเข้าเนื้อ เผ็ดซี้ดดดดดดดดด ถึงใจ,ปลาหมึกผัดน้ำพริกเผา,pos,,,,
ผัดผักกระเฉดอร่อยค่ะ แต่ได้น้อยมาก แอบเห็นโต๊ะข้างๆเรียกพนักงานมาตำหนิด้วยว่าไมได้น้อย ฮ่าๆ แต่เราไม่ซีค่ะ ชิมๆไปอย่างละนิดหน่อย 7/10,ผัดผักกระเฉด,neg,,,,
อาหารเป็นประเภทซีฟู้ด ที่แนะนำเลยคือกุ้งเผาคะ มากี่ทีก็ต้องสั่งมาทานคะ หัวกุ้งนี่มันเน้นๆ เนื้อแน่นๆ อาหารก็ได้ไว คนเยอะแค่ไหนก้รอไม่นานคะ,กุ้งเผา,pos,,,,
กุ้งอบวุ้นเส้น มาร้านนี้ต้องอย่าพลาดด้วยประการทั้งปวง กุ้งตัวใหญ่ สด กรอบ วุ้นเส้นเหนียวนุ่มรสชาติสุดยอดมาก,กุ้งอบวุ้นเส้น,pos,,,,
หอยเชลล์อบเนย หอยตัวไม่ใหญ่ รสชาติธรรมดา แต่... พอได้เจอกับน้ำจิ้มซีฟู้ดสูตรเด็ดของร้านเท่านั้นแหละครับ ฟิน !!!!!,หอยเชลล์อบเนย,pos,,,,
อีกเมนูที่วันนี้สั่งมาทานก็คือ เนื้อปลาเก๋าผัดคื่นช่าย เนื้อปลาเก๋าชิ้นโตสดมาก แน่นมาก ผัดมาได้อย่างลงตัว ทานกับข้าวร้อนๆ โอยยย มีความสุขครับ บอกเลย !!!,เนื้อปลาเก๋าผัดคื่นช่าย,pos,,,,
ปิดท้ายด้วยของหวานนะครับ ช่วงนี้จะมีข้าวเหนียวมะม่วงให้ได้ทานกัน ราคาอยู่ที่ ชุดเล็ก 140 บาท มะม่วงสุก ไม่เละ หวานอมเปรี้ยวกำลังดี ทานกับข้าวเหนียวมูล อร่อยมากๆๆ ถือว่าเป็นของหวานปิดท้ายได้อย่างดีเลยครับ,ข้าวเหนียวมะม่วง,pos,,,,
เราไม่ชอบ ผัดผักกระเฉด : มาทั้งลำต้น ก้านเยอะ มีใบน้อย น่าตาไม่น่ากิน แต่รสชาติพอได้อยู่,ผัดผักกระเฉด,neg,,,,
เราชอบ ข้าวเหนียวมะม่วง : ข้าวเหนียวนิ่ม น้ำกะทิ หื่ม เด็ดอะ,ข้าวเหนียวมะม่วง,pos,,,,
เราชอบ ปลาหมึกทอดกระเทียม : อันนี้เด็ดมาก ไม่เหนียวเลย อร่อย,ปลาหมึกทอดกระเทียม,pos,,,,
ชอบมากเลยค่ะร้านนี้ ร้านใหญ่ อาหารอร่อย เหมาะกับการมาทานเป็นครอบครัวมากๆ มีอาหารใฟ้เลือกหลากหลาย แต่ละอย่างเด็ดๆทั้งนั้น แต่ราคาก็พอสมควรเลยค่ะ บางอย่างแพง บางอย่างสมราคา เมนูเด็ดที่ชอบมากนี่คือ ปลากระพงทอดน้ำปลาค่ะ เด็ดจริง,ปลากระพงทอดน้ำปลา,pos,,,,
นอกจากจะขึ้นชื่อเรื่องอาหารทะเลสดอร่อย ราคาไม่แพงแล้ว อีกเมนูที่พลาดไม่ได้ คือ ข้าวเหนียวมะม่วงค่ะ ข้าวเหนียวหลากสี โรยด้วยถั่วคั่วกรุบกรอบ ราดน้ำกะทิหวานหอม ทานแกล้มกับมะม่วงน้ำดอกไม้ลูกโต หวานเจี๊ยบ ฟินสุดๆค่ะ,"อาหารทะเล, ข้าวเหนียวมะม่วง",pos,,,,
เมนูแรก กุ้งอบวุ้นเส้นรสชาตดีเลย กุ้งตัวใหญ่เนื้อไม่เละ แต่ถ้าจะติก็น่าจะเรื่องเส้นให้น้อยไปหน่อย ทาน2คำก็หมดละ,กุ้งอบวุ้นเส้น,pos,,,,
เมนูสาม ต้มยำปลาเก๋าน้ำใส รสชาตโอ แต่ทีไม่ชอบคือเนื้อปลา เหมือนปลาจะหยาบเหมือนจะใช้ปลาเก๋าตัวเล็ก แต่ถ้าเทียบกับราคาก็พอถูไถไปได้,ต้มยำปลาเก๋าน้ำใส,pos,,,,
ตั้งแต่ไปทานมา ผมว่ากุ้งเผาที่นี่อร่อยมาก (จริงๆกุ้งมันก็เหมือนกันกับที่อื่น คือสดๆเหมือนกัน แต่ที่ทานมา ที่นี่มีความฉุ่มฉ่ำ หวานกว่าที่อื่น),กุ้งเผา,pos,,,,
ส่วนอาหารที่แสดงฝีมือร้านนี้คือ ปูอบวุ้นเส้น ผมกินมากี่ที แนะนำให้สั่งปูอบวุ้นเส้นนะครับ ผมว่าอร่อยกว่ากุ้งอบวุ้นเส้น,"ปูอบวุ้นเส้น, กุ้งอบวุ้นเส้น",pos,,,,
กุ้งอบวุ้นเส้น 260.- กุ้งตัวใหญ่ดีค่ะ มี 3 ตัว วุ้นเส้นนุ่ม แต่ไม่ค่อยหอมสมุนไพร (เคยกินร้านอื่นอร่อยกว่า) แต่รวมๆประทับใจค่ะ ถือว่าใช้ได้,กุ้งอบวุ้นเส้น,pos,,,,
ปลากระพงทอดน้ำปลา 290.- ราคาไม่แรงดีค่ะ ปลื้ม รสชาติดีเหมือนร้านทั่วๆไป เนื้อปลาอ้วนดีค่ะ 555 เนื้อเยอะดี,ปลากระพงทอดน้ำปลา,pos,,,,
ข้าวเหนียวมะม่วง 150.- อันนี้กินเพลินมาก ไม่หวานไป ข้าวเหนียวนุ่ม หอม มีรสชาติใบเตยด้วย มะม่วงหวานใช้ได่ค่ะ อร่อยมาก อันนี้ชอบสุด,ข้าวเหนียวมะม่วง,pos,,,,
ผัดผักกระเฉด สั่งปุ๊บมาปั๊บเร็วเวอร์ ผักกรอบมากเราชอบ น้ำนี่เอามาคลุกกินกับข้าว 555 สั่งทีคือคนละจานอ่ะ จานใครจานมันห้ามแย่ง ห้าๆๆ 🤣,ผัดผักกระเฉด,pos,,,,
ถัดมาคือหอยเชลล์อบเนยค่ะให้มาแบบไม่หวง หอมเนยมาก กินอร่อยมาก แถบจะเลียเปลือก ห้าๆๆๆ อยากให้ลอง มันดีต่อพุง 🐚,หอยเชลล์อบเนย,pos,,,,
และปลากระพงทอดน้ำปลาของเราก็มาาาาาา ชอบมากๆ ดีงาม ปลากรอยกร้วมๆ เรานี่กินยันหางค่ะ 😂 มาควรรีบกินตอนร้อนๆนะ ดี๊ดี ❤️,ปลากระพงอดน้ำปลา,pos,,,,
ปลากระพงนึ่งมะนาว 🐟 อันนี้ก็ดีงาม มีความเปรี้ยวแซ่บ เนื้อปลานุ่ม แต่ไม่เละไม่ยุ่ย พ่อเราช๊อบชอบบ เป็นตัวเลือกคนที่ไม่ชอบทานแบบทอดค่า,ปลากระพงนึ่งมะนาว,pos,,,,
และคราวนี้ลองสั่ง หมึกผัดพริกเผาด้วย ส่วนตัวเราว่าเฉยๆ แต่ก้อร่อยดี ปลาหมึกเหนียวนุ่มเคี้ยวเพลินกำลังดี ผัดพริกเผาเพิ่มความเผ็ด,หมึกผัดพริกเผา,pos,,,,
และค้องจบที่ข้าวเหนียวมะม่วงสิ!! ห้าๆๆๆ ยังไงก็ต้องกินเมนูนี้ตบท้ายค่ะ เราเป็นคนไม่กินมะม่วงสุก แต่แค่ข่าวเหนียวมูนราดกะทิยังอร่อยยยอ่ะบอกเลย,ข้าวเหนียวมะม่วง,pos,,,,
หลังจากข้าวผัดปูซึ่งมาเป็นอาหารจานแรก รสชาติอร่อยถูกใจจนต้องสั่งเพิ่มอีกจาน ข้าวผัดได้แห้งกำลังพอดี ไม่มัน มีกลิ่นหอมไหม้นิดๆ ทีเนื้อปูเป็นชิ้นเป็นอัน,ข้าวผัดปู,pos,,,,
ส่วนเมนูอบวุ้นเส้นนั้น รสชาติกลมกล่อม กุ้งและปูตัวโต สดใช้ได้ วุ้นเส้นที่ให้มานั้นดูจืดๆ แต่รสชาติดีทีเดียว เสียอย่างเดียวมันเละไปหน่อย แต่ถึงกระนั้นก็ไม่เพียงพอคราวหน้าคงต้องสั่งแบบเพิ่มวุ้นเส้นซะแล้ว,อบวุ้นเส้น,pos,,,,
"และแล้วเวลาแห่งการรอคอยก็มาถึง ""ข้าวเหนียวมะม่วง"" ให้มะม่วงน้ำดอกไม้มา 1ลูก กะข้าวเหนียวอีก2กระหย่อม เป็นข้าวเหนียวมูลปกติกับข้าวเหนีนวใบเตย รสชาติโดยรวมใช้ได้ น้ำกะทิเข้มข้น หอมมัน แต่ข้าวเหนียวเละไม่เป็นเม็ด มะม่วงหอมหวานกำลังดี โดยรวมแล้วรู้สึกว่าไม่ได้อร่อยกว่าเจ้าดังที่หัวหินอย่างที่คนอื่นโฆษณาไว้",ข้าวเหนียวมะม่วง,pos,,,,
เพิ่งจะได้ไปชิมครั้งแรก ก็ติดใจน้ำจิ้มเด็ดค่ะ กุ้งเผานี่สุดยอด(เห็นเด็กเสิร์ฟถือผ่าน) พอดีเราไม่รู้หิวข้าวเลยสั่งข้าวผัดกุ้งมาทานกุ้งใหญ่มากค่ะเลยอิ่มซะก่อน รอบหน้าไปอีกจะไม่พลาดกุ้งเผา,"กุ้งเผา, ข้าวผัดกุ้ง",pos,,,,
แฟนสั่งกรรเชียงมาหนึ่งที่ยังไม่พอเลยค่ะ อร่อยมากค่ะ สด หวาน หอม ต้องสั่งเพิ่ม คือแฟนชอบกินกรรเชียง ร้านไหนๆ ก็ไม่สมใจ เจอแห้งบ้าง มาแบบเล็กบ้าง มาแบบต้องนั่งแกะอีก ร้านนี้มาพร้อมทานเลยค่ะ ใหญ่พอคำ ถือว่าเด็ด,กรรเชียง,pos,,,,
[ข้าวผัดปู ] อร่อยสมคำล่ำรือค่ะ เนื้อปูแน่นมาก สดหวานเลยตัวเธอเอ้ยยย,ข้าวผัดปู,pos,,,,
[กุ้งอบวุ้นเส้น]. เมนูแนะนำที่ต้องสั่งกันทุกโต๊ะ อร่อยดีงามสะพานโกลเด้นท์เกตค่ะ กุ้งตัวใหญ่ เนื้อแน่น เรียงเบียดกันในหม้อ คลุกเคล้าน้ำซอสที่รสเข้มข้น อร่อยมากค่ะ,กุ้งอบวุ้นเส้น,pos,,,,
[ปลากระพงนึ่งมะนาว ] เนื้อปลาสดหวานมาก ไม่คาวเลยค่ะ ติตรงเราว่าไม่ค่อยเข้มข้นเท่าไหร่ แต่โดยรวมจัดว่าอร่อย,ปลากระพงนึ่งมะนาว,pos,,,,
[หอยเชลอบเนย]. อันนี้คาดหวังเหมือนกันค่ะหลายคนแนะนำ แต่ส่วนตัวว่าเลี่ยนไป. เนยเยอพไปค่ะ มาเป็นน้ำอาบหอยมาเลย,หอยเชลอบเนย,neg,,,,
[ข้าวเหนียวมะม่วง] ของหวานยอดนิยมของคนทุกชนชาติ อร่อยค่ะ ถ้าใครที่ไม่ชอบข้าวเหนียวมูลแบบหวานๆ ถูกใจแน่นอนค่ะ ข้าวเหนียวนุ่ม เรียงเม็ดสวย มันหอม หวานกำลังดี มะม่วงก็ฉ่ำค่ะ อร่อยจริงๆ จัดไปสามจานเบาๆ อิอิ,ข้าวเหนียวมะม่วง,pos,,,,
และที่ชอบสุดๆ คือปูอบวุ้นเส้น ใครชอบเส้นนิ่มๆ แต่ไม่เละ น่าจะชอบจานนี้เหมือนกัน เนื้อปู สด และหวานมาก,ปูอบวุ้นเส้น,pos,,,,
เนื้อปูผัดผงกระหรี่- รสชาติใช้ได้เลย ให้เนื้อปูก้อนๆมาเต็มจาน คุ้มราคาค่ะ,เนื้อปูผัดผงกระหรี่,pos,,,,
กุ้งอบวุ้นเส้น- จานนี้อร่อยค่ะ มีกุ้งขนาดกลางๆมา3ตัว แต่วุ้นเส้นน้อยไปนิดนึง,กุ้งอบวุ้นเส้น,pos,,,,
หอยเชลล์อบเนย- หอยเชลล์สดค่ะ รสชาติกลางๆไม่ได้เข้มข้นมาก,หอยเชลล์อบเนย,pos,,,,
หอยแมลงภู่อบ- หอยสด อบมากับใบโหระพา หอมใหญ่และพริก อร่อยค่ะ,หอยแมลงภู่อบ,pos,,,,
เมนูแนะนำคือ หอยเชลล์อบเนย จานนี้โดนใจมากๆ หอมเนย หอยเชลล์สดๆ หวานๆ ตัวใหญ่ถึงใจ,หอยเชลล์อบเนย,pos,,,,
ต่อกันด้วยข้าวผัดปู ข้าวเป็นเม็ด ไม่แฉะ อัดแน่นไปด้วยเนื้อปูเป็นก้อนๆ กินกับน้ำจิ้มซีฟู้ดด้วยแล้ว อร่อยอย่าบอกใครเชียว,ข้าวผัดปู,pos,,,,
"วันนี้ไปช่วงบ่ายสี่โมงครึ่งเลยไม่ต้องรอคิวโต๊ะเเละที่จอดรถหาง่าย รสชาติอาหารอร่อยเเละราคาไม่เเพงค่ะ แนะนำ ปลากระพงนึ่งมะนาว, กุ้งอบวุ้นเส้น และหอยเซลล์ค่ะ รสชาติอร่อย พนักงานบริการดี โดยรวมถือว่าดี หากไปช่วงเย็นอาจจะหาที่จอดรถยากนิดหนึ่งนะค่ะ","ปลากระพงนึ่งมะนาว, กุ้งอบวุ้นเส้น, หอยเซลล์",pos,,,,
เมนูแนะนำคือกุ้งอบวุ้นเส้น แฟนผมที่เกลียดกุ้งอบวุ้นเส้น ยังหันมากินเพราะร้านนี้เลยจริงๆ วุ้นเส้นนุ่มหอมอร่อย ไม่อืดพองหรือเละเกินไป น้ำซอสหอมมากๆ บวกกับกินกระเทียมเครื่องเทศ + มันหมู ยิ่งหอม แนะนำ ให้ 100 คะแนน กุ้งที่ให้ก็ใหญ่โต 2 ตัว เดาว่า 7-9 ตัว ต่อกิโล ไม่กินถือว่าผิดเลยครับ,กุ้งอบวุ้นเส้น,pos,,,,
"กุ้งอบวุ้นเส้น, ปลากระพงทอดน้ำปลา, ข้าวผัดปู, กุ้งใหญ่เผาอาหารอร่อยมาก บริการดีค่ะ ตอนเย็นๆและวันหยุดยาวคนจะเยอะหน่อยค่ะ รอคิวนานไปนิดนึง แต่โดยรวมอาหารอร่อย คุ้มค่ากับการรอคอย","กุ้งอบวุ้นเส้น, ปลากระพงทอดน้ำปลา, ข้าวผัดปู, กุ้งใหญ่เผา",pos,,,,
ลูกค้ามากขึ้นกว่าเมื่อก่อนมาก ถึงขนาดว่าจัดเพิ่มเป็นโซนทำและขายเฉพาะข้าวเหนียวมะม่วงเลย ด้วยข้าวเหนียวมูลที่ย้อมสีตามกลิ่นสีธรรมชาติเช่นสีม่วงอัญชัน สีเขียวใบเตยมีความหอมหวาน ข้าวนิ่มกำลังดี ปริมาณที่ให้ไม่มากนักถ้าเทียบกับจานที่ใส่ขนาดใหญ่ และ เกินครึ่งจานจะเป็นพื้นที่ของมะม่วงสุกที่ร้านเลือกได้เก่งมาก ลูกใหญ่เนื้อมะม่วงเยอะ และหวานทุกครั้งที่ไปทาน เลือกวัตถุดิบมาอย่างดี มะม่วงอาจดูสัดส่วนมากกว่าข้าวเหนียวมูลด้วยซ้ำไป ด้านบนข้าวเหนียวมูล(ห้า)สีโรยด้วยถั่วเหลืองและราดกะทิ และทุกครั้งที่มาจานเดียวไม่เคยพอต้องขอเบิ้ลตลอด เพราะทุกคนยังเอร็ดอร่อยกับข้าวเหนียวมูล รู้สึกยังไม่สะใจ ปกติทานข้าวเหนียวมะม่วงที่อื่นข้าวจะเยอะกว่ามะม่วงเราจะรู้สึกอิ่มและเลี่ยนจะกินแต่มะม่วงเหลือข้าวไว้,ข้าวเหนียวมะม่วง,pos,,,,
อาหารอร่อยทุกอย่าง ชอบกุ้งอบวุ้นเส้น กะพงทอดน้ำปลา,"กุ้งอบวุ้นเส้น, กระพงทอดน้ำปลา",pos,,,,
สั่งหลายอย่าง อร่อยทุกอย่าวโดยเฉพาะกุ้งอบวุ้นเส้น กุ้งลายเสือตัวใหญ่และสดมาก รสชาติดีมากกกก,กุ้งอบวุ้นเส้น,pos,,,,
ทานประจำ กินมาเกือบทุกเมนู อาหารอร่อยมาก ชอบข้าวเหนียวมะม่วงๆหวาน โป๊ะแตก ผัดกระเฉด ปลาสำลีเผา อร่อยทุกอย่าง,"ข้าวเหนียวมะม่วง, โป๊ะแตก, ผัดกระเฉด, ปลาสำลีเผา",pos,,,,
ไม่เคยผิดหวังกับร้านนี้เลยสักครั้ง กุ้งอบสุ้นเส้น ใช้กุ้งตัวโตๆ อร่อยสมกับชื่อร้านจริงๆ ค่ะ ปูอบวุ้นเส้นก็อร่อยนะคะ สมราคา แนะนำตบท้ายด้วยข้าวเหนียวมะม่วง บริการดี พนักงานเป็นมิตรค่ะ,"กุ้งอบวุ้นเส้น, ปูอบวุ้นเส้น, ข้าวเหนียวมะม่วง",pos,,,,
ซีฟู๊ด เด็ดมาก ข้าวเหนียวมะม่วงอร่อย คนเข้าร้านเยอะมาก รอคิวประมาณ 20 นาที อยากไปอีก,"ซีฟู๊ด, ข้าวเหนียวมะม่วง",pos,,,,
ปลาสำลีเผาอาหารแนะนำร้านนี้ เนื้อนุ่มอร่อย,ปลาสำลีเผา,pos,,,,
เมื่อก่อนร้านนี้เป็นร้านเล็กๆ ค่ะ มาทานกะป๋ากะม้า กุ้งอบวุ้นเส้นที่นี่ดังมาก แต่ขอแนะนำอีกเมนูคือ ปูอบวุ้นเส้นค่ะ ร้านเป็นแบบ Open ระวังยุงด้วยนะคะ แอบเอายาไปทาก็ดีค่ะ,"กุ้งอบวุ้นเส้น, ปูอบวุ้นเส้น",pos,,,,
โดยรวมอร่อยครับ โดยเฉพาะข้าวผัดปู อร่อยมาก (จัดไปสองจานใหญ่) แต่กุ้งอบวุ้นเส้นค่อนข้างมันมากครับ แนะนำให้นั่งแท็กซี่มาครับ คนเยอะมาก,"ข้าวผัดปู, กุ้งอบวุ้นเส้น",neg,,,,
ถ้าจะกินอาหารทะเลในกรุงเทพ ที่ใกล้ๆบ้านใจกลางเมือง ก็ต้องร้านนี้เลย อาหารทะเลสด น้ำจิ้มโอเค ราคากลางๆ ที่ขาดไม่ได้เลยคือกุ้งเผา กับข้าวเหนียวมะม่วง แต่ว่าข้าวเหนียวมะม่วงแอบแพงขึ้นนะ,"กุ้งเผา, ข้าวเหนียวมะม่วง",pos,,,,
ปลาหมึกย่างอร่อยมากครับอาหารสดดีใช้ได้เลยครับแต่คนเยอะน่าดูก่อนไปโทรจองก่อน,ปลาหมึกย่าง,pos,,,,
ปกติเป็นคนชอบกินกุ้งอบวุ้นเส้นอยู่เเล้วพอมาร้านนี้ ลงตัวมากครับ เครื่องกลมกล่อมมากๆเลย มีโอกาศจะชวนเเฟน ไปทานอีกนะครับ,กุ้งอบวุ้นเส้น,pos,,,,
รสชาติกลางกว่าที่คิด ปลาเผาไม่อร่อยเลย เมียบ่นหูชา พนักงานดูแลไม่ทั่วถึง บางเมนูก็อร่อย บางเมนูก็ไม่อร่อย ปนๆกันไป,ปลาเผา,neg,,,,
บริการรวดเร็ว ราคารับได้ ไม่แพงจนเกินไป อาหารอร่อยหลายอย่าง โดยเฉพาะของหวาน ชอบข้าวเหนียวมะม่วงมากๆ เค้กก็อร่อยมาก,"ข้าวเหนียวมะม่วง, เค้ก",pos,,,,
ปูอบวุ้นเส้นเด็ดมาก หมึกแดดเดียวจานเดียวไม่พอ ข้าวเหนียวมะม่วงก็อร่อย ที่สำคัญราคาไม่แพง,"ปูอบวุ้นเส้น, หมึกแดดเดียว, ข้าวเหนียวมะม่วง",pos,,,,
ข้าวผัดปู หอยเชลล์ผัดเนย อร่อยเว่อร์ ข้าวผัดปูรสชาติกลมกล่อม ตั้งแต่กินมาร้านนี้อร่อยสุดแล้ว แต่ติตรงแพงไปนิด,"ข้าวผัดปู, หอยเชลล์ผัดเนย, ข้าวผัดปู",pos,,,,
กุ้งเผาตัวใหญ่(7ตัว/โล) ปลากะพงทอดน้ำปลาก็อร่อย ข้าวผัดปูได้น้อย อาหารร้านนี้เค็มไปนิดนึงค่ะ แต่โดยรวมอร่อยดีค่ะ,"กุ้งเผา, ปลากระพงทอดน้ำปลา, ข้าวผัดปู",neg,,,,
รักมากๆร้านนี้ กุ้งอบวุ้นเส้น ซีฟู้ดกินใกล้ๆ ไม่ต้องไปถึงทะเล ปลากระพงทอดราดน้ำปลา สดมาก ดีมาก ข้าวเหนียวมะม่วงดีมาก,"กุ้งอบวุ้นเส้น, ปลากระพงทอดราดน้ำปลา, ข้าวเหนียวมะม่วง",pos,,,,
อบอร่อยทานตั้งแต่ก่อนย้ายร้านมาอยู่ตรงทาวน์อินทาวน์ ชอบที่สุดก็ปลาหมึกแดดเดียว คือ รสชาติพอดีไม่เหนียว,ปลาหมึกแดดเดียว,pos,,,,
อาหารอร่อย โดนเฉพาะกุ้งเผา สดมากๆๆๆ. กัของโปรด ข้าวเหนียวมะม่วงสุดฟิน,"กุ้งเผา, ข้าวเหนียวมะม่วง",pos,,,,
ชอบปูอบวุ้นเส้นมาก ปูสดและตัวใหญ่มากๆ อิ่มอร่อยสมชื่อสมราคา อยากแวะมาทานอีก,ปูอบวุ้นเส้น,pos,,,,
ร้านโปรด ที่ฝากท้องไว้กับเมนูข้าวผัดปู ปลากะพงทอดน้ำปลา บริเวณร้านกว้างขวาง คนเยอะ แต่ไปทานไม่ต้องรอคิวนานเพราะโต๊ะเยอะ,"ข้าวผัดปู, ปลากระพงทอดน้ำปลา",pos,,,,
สด อร่อย แน่นๆ ข้าวเหนียวมะม่วงเค้าเริ่ดนะ,ข้าวเหนียวมะม่วง,pos,,,,
อร่อย ราคากลางๆไม่แพงเว่อ เมนูแนะนำเป็น กุ้งสะดุ้ง หอยเชลอบเนย ของที่นี่หอมมาก ผัดผักกระเฉด (ได้มาหนึ่งหย่อม แต่ก็โอเคนะ),"กุ้งสะดุ้ง, หอยเชลอบเนย, ผัดผักกระเฉด",pos,,,,
อาหารทะเลอร่อย กุ้งเผา ปลากระพงทอดน้ำปลาอร่อย ไม่แพงมาก อย่าลืมกินข้าวเหนียวมะม่วงด้วยจ้ะ,"กุ้งเผา, ปลากระพงทอดน้ำปลา, ข้าวเหนียวมะม่วง",pos,,,,
"""กระพงทอดน้ำปลา"" เด็ดมาก ทานแล้วอยากไปทานอีก, อาหารทะเลสดดี กุ้งตัวใหญ่, ด้านหน้าร้านขาย ข้าวเหนียวมะม่วง และสละลอยแก้ว อร่อยเช่นกัน","กระพงทอดน้ำปลา, ข้าวเหนียวมะม่วง, สละลอยแก้ว",pos,,,,
ของทะเลสดมาก โดยเฉพาะกุ้งเผา น้ำจิ้มแซบ ราคาเกินคุ้มจริงๆ รับรองไม่ผิดหวัง ไม่เน้นบรรยากาศ,กุ้งเผา,pos,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
